"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"Brazil","6","England","7","2","368"
"Spain","2","France","3","3","368"
"Germany","5","Japan","8","4","368"
"Spain","2","France","3","1","369"
"Brazil","6","Poland","8","2","369"
"Uruguay","1","Argentina","3","3","369"
"Germany","5","England","8","4","369"
"Spain","1","Peru","3","1","370"
"Brazil","6","England","7","2","370"
"Portugal","2","Argentina","3","3","370"
"Germany","6","Belgium","8","4","370"
"Morocco","1","Argentina","3","1","371"
"Germany","6","England","7","2","371"
"Spain","2","France","4","3","371"
"South Korea","6","Japan","8","4","371"
"Uruguay","1","France","3","1","372"
"Brazil","6","England","8","2","372"
"Portugal","1","Croatia","3","3","372"
"Costa Rica","6","Belgium","8","4","372"
"Uruguay","1","Croatia","4","1","373"
"Brazil","6","Colombia","7","2","373"
"Russia","1","Argentina","3","3","373"
"Serbia","5","Belgium","8","4","373"
"Iran","1","France","3","1","374"
"Costa Rica","6","Belgium","8","2","374"
"Uruguay","1","Nigeria","4","3","374"
"Germany","6","England","7","4","374"
"Uruguay","1","Croatia","4","1","375"
"Costa Rica","6","Belgium","8","2","375"
"Iran","2","Argentina","3","3","375"
"South Korea","5","England","8","4","375"
"Iran","1","Iceland","4","1","376"
"Brazil","6","Colombia","8","2","376"
"Spain","2","France","3","3","376"
"Costa Rica","6","Poland","8","4","376"
"Iran","1","France","4","1","377"
"Germany","6","Panama","8","2","377"
"Portugal","1","Croatia","3","3","377"
"Mexico","5","England","7","4","377"
"Portugal","1","France","3","1","378"
"Germany","5","Senegal","8","2","378"
"Spain","2","Argentina","3","3","378"
"Brazil","6","Belgium","8","4","378"
"Iran","2","Argentina","3","1","379"
"Brazil","6","Poland","8","2","379"
"Portugal","1","France","4","3","379"
"South Korea","5","Colombia","7","4","379"
"Portugal","1","Argentina","3","1","380"
"South Korea","6","Colombia","7","2","380"
"Uruguay","1","Croatia","3","3","380"
"Mexico","6","Belgium","8","4","380"
"Iran","1","Peru","3","1","381"
"Brazil","6","England","8","2","381"
"Spain","2","Argentina","3","3","381"
"Germany","5","Belgium","8","4","381"
"Russia","1","Nigeria","4","1","382"
"Brazil","6","England","8","2","382"
"Uruguay","1","Argentina","3","3","382"
"Germany","5","Belgium","8","4","382"
"Spain","1","Nigeria","4","1","383"
"Brazil","6","England","8","2","383"
"Iran","1","Argentina","3","3","383"
"Switzerland","5","Colombia","8","4","383"
"Uruguay","1","Croatia","3","1","384"
"Germany","6","England","8","2","384"
"Iran","1","Argentina","3","3","384"
"Mexico","5","Poland","8","4","384"
"Spain","2","Iceland","4","1","385"
"Sweden","6","England","8","2","385"
"Uruguay","1","Argentina","3","3","385"
"Switzerland","5","Colombia","7","4","385"
"Spain","1","Nigeria","4","1","386"
"Germany","6","England","8","2","386"
"Iran","1","France","3","3","386"
"Mexico","5","Senegal","8","4","386"
"Portugal","1","France","4","1","387"
"Germany","6","Belgium","8","2","387"
"Russia","1","Peru","3","3","387"
"Costa Rica","6","Colombia","7","4","387"
"Uruguay","1","Australia","4","1","388"
"South Korea","6","Japan","8","2","388"
"Spain","2","France","3","3","388"
"Switzerland","5","Colombia","7","4","388"
"Spain","1","France","3","1","389"
"Germany","6","Belgium","8","2","389"
"Portugal","2","Argentina","3","3","389"
"Costa Rica","6","Colombia","7","4","389"
"Iran","1","Croatia","3","1","390"
"Brazil","6","Senegal","8","2","390"
"Spain","2","Argentina","3","3","390"
"Costa Rica","6","Colombia","7","4","390"
"Portugal","1","Argentina","3","1","391"
"Brazil","6","Poland","8","2","391"
"Russia","1","Denmark","4","3","391"
"Switzerland","5","Colombia","7","4","391"
"Portugal","1","France","3","1","392"
"Costa Rica","6","England","8","2","392"
"Spain","2","Croatia","4","3","392"
"Brazil","6","Senegal","8","4","392"
"Portugal","1","Australia","4","1","393"
"Brazil","6","England","8","2","393"
"Spain","2","Argentina","3","3","393"
"Mexico","5","Belgium","8","4","393"
"Spain","2","Croatia","3","1","394"
"Brazil","6","England","8","2","394"
"Portugal","1","Iceland","4","3","394"
"Switzerland","5","Belgium","8","4","394"
"Uruguay","1","Croatia","3","1","395"
"Brazil","6","Colombia","7","2","395"
"Portugal","1","Argentina","3","3","395"
"South Korea","5","Belgium","8","4","395"
"Uruguay","1","France","3","1","396"
"Sweden","6","England","8","2","396"
"Spain","2","Argentina","3","3","396"
"Germany","6","Tunisia","7","4","396"
"Uruguay","1","France","4","1","397"
"Brazil","6","England","7","2","397"
"Portugal","1","Peru","3","3","397"
"Mexico","6","Belgium","8","4","397"
"Uruguay","1","Argentina","3","1","398"
"Germany","6","England","8","2","398"
"Spain","2","Peru","3","3","398"
"Switzerland","5","Colombia","8","4","398"
"Iran","1","Peru","3","1","399"
"Brazil","6","Colombia","8","2","399"
"Russia","1","Argentina","3","3","399"
"Germany","6","England","8","4","399"
"Portugal","1","Croatia","3","1","400"
"Switzerland","5","England","8","2","400"
"Russia","1","Argentina","3","3","400"
"Brazil","6","Colombia","8","4","400"
"Uruguay","1","Peru","3","1","401"
"Mexico","6","Belgium","8","2","401"
"Egypt","2","Denmark","3","3","401"
"Serbia","6","Colombia","7","4","401"
"Uruguay","1","Peru","3","1","402"
"South Korea","6","Japan","8","2","402"
"Spain","2","France","3","3","402"
"Germany","6","Belgium","8","4","402"
"Portugal","1","Iceland","3","1","403"
"Sweden","5","England","7","2","403"
"Uruguay","1","France","3","3","403"
"Germany","5","Belgium","8","4","403"
"Iran","1","Croatia","4","1","404"
"South Korea","6","Colombia","7","2","404"
"Russia","2","France","3","3","404"
"Brazil","6","Poland","8","4","404"
"Spain","2","Peru","3","1","405"
"Sweden","6","Poland","8","2","405"
"Portugal","1","Argentina","3","3","405"
"Brazil","6","Colombia","7","4","405"
"Uruguay","1","Peru","3","1","406"
"Costa Rica","6","Colombia","8","2","406"
"Spain","2","Argentina","3","3","406"
"Brazil","6","Senegal","8","4","406"
"Spain","1","Australia","4","1","407"
"Mexico","5","Colombia","8","2","407"
"Portugal","1","France","3","3","407"
"Brazil","6","England","8","4","407"
"Portugal","1","Peru","3","1","408"
"Mexico","6","England","8","2","408"
"Iran","1","France","3","3","408"
"Costa Rica","6","Japan","8","4","408"
"Portugal","1","Croatia","4","1","409"
"South Korea","5","England","8","2","409"
"Spain","2","France","3","3","409"
"Germany","5","Belgium","8","4","409"
"Portugal","1","France","3","1","410"
"Mexico","6","Panama","8","2","410"
"Uruguay","1","Argentina","3","3","410"
"Brazil","6","Belgium","8","4","410"
"Spain","1","France","3","1","411"
"Mexico","5","Belgium","8","2","411"
"Egypt","2","Peru","3","3","411"
"Germany","6","Tunisia","7","4","411"
"Egypt","2","Peru","3","1","412"
"Brazil","6","England","8","2","412"
"Spain","1","France","3","3","412"
"Germany","6","Colombia","8","4","412"
"Spain","1","France","3","1","413"
"Brazil","6","Poland","8","2","413"
"Iran","2","Croatia","3","3","413"
"Switzerland","5","Belgium","8","4","413"
"Iran","1","Nigeria","4","1","414"
"Costa Rica","6","Poland","8","2","414"
"Spain","1","Argentina","3","3","414"
"Germany","6","Colombia","7","4","414"
"Portugal","1","France","3","1","415"
"Brazil","6","Japan","7","2","415"
"Spain","1","Peru","3","3","415"
"Germany","6","Colombia","8","4","415"
"Portugal","1","Croatia","3","1","416"
"Brazil","6","England","8","2","416"
"Spain","1","Argentina","3","3","416"
"Germany","5","Colombia","7","4","416"
"Portugal","1","Argentina","3","1","417"
"Germany","5","Japan","7","2","417"
"Uruguay","1","Croatia","3","3","417"
"Brazil","6","Poland","8","4","417"
"Portugal","1","Croatia","3","1","418"
"South Korea","6","England","8","2","418"
"Spain","1","Argentina","3","3","418"
"Brazil","6","Japan","8","4","418"
"Uruguay","1","France","3","1","419"
"Mexico","6","England","8","2","419"
"Spain","2","Argentina","3","3","419"
"Germany","6","Colombia","8","4","419"
"Spain","2","Croatia","3","1","420"
"Brazil","6","Belgium","8","2","420"
"Iran","1","Peru","3","3","420"
"South Korea","5","Panama","7","4","420"
"Uruguay","1","Australia","3","1","421"
"Mexico","5","England","8","2","421"
"Egypt","2","Croatia","3","3","421"
"Germany","6","Belgium","8","4","421"
"Iran","1","Croatia","3","1","422"
"Brazil","6","Colombia","7","2","422"
"Russia","2","Peru","3","3","422"
"Germany","5","Japan","8","4","422"
"Spain","1","France","3","1","423"
"Costa Rica","6","England","8","2","423"
"Egypt","2","Croatia","3","3","423"
"Germany","6","Colombia","7","4","423"
"Portugal","1","France","3","1","424"
"Germany","6","Belgium","8","2","424"
"Russia","2","Peru","3","3","424"
"Brazil","6","Senegal","8","4","424"
"Spain","2","Argentina","3","1","425"
"Germany","6","Belgium","8","2","425"
"Portugal","1","Iceland","4","3","425"
"Brazil","6","Colombia","7","4","425"
"Iran","2","France","3","1","426"
"South Korea","6","Belgium","8","2","426"
"Spain","1","Argentina","3","3","426"
"Mexico","6","England","8","4","426"
"Uruguay","1","Nigeria","3","1","427"
"Mexico","5","Colombia","7","2","427"
"Portugal","1","France","3","3","427"
"South Korea","6","Japan","8","4","427"
"Uruguay","1","France","3","1","428"
"Brazil","6","Belgium","8","2","428"
"Spain","2","Nigeria","4","3","428"
"Mexico","6","Panama","8","4","428"
"Iran","1","France","3","1","429"
"Brazil","6","Japan","8","2","429"
"Spain","2","Argentina","3","3","429"
"Serbia","6","Belgium","8","4","429"
"Uruguay","1","France","3","1","430"
"Costa Rica","6","England","8","2","430"
"Spain","2","Argentina","3","3","430"
"Germany","5","Belgium","8","4","430"
"Iran","2","France","4","1","431"
"Brazil","6","Poland","8","2","431"
"Saudi Arabia","1","Croatia","3","3","431"
"South Korea","6","Colombia","8","4","431"
"Uruguay","1","France","3","1","432"
"Brazil","6","Senegal","8","2","432"
"Spain","2","Australia","3","3","432"
"Germany","5","Japan","7","4","432"
"Egypt","2","Nigeria","4","1","433"
"Sweden","6","Belgium","8","2","433"
"Spain","2","Argentina","3","3","433"
"Brazil","6","Tunisia","7","4","433"
"Spain","1","Iceland","4","1","434"
"Costa Rica","6","Colombia","7","2","434"
"Russia","1","France","3","3","434"
"Brazil","6","Belgium","8","4","434"
"Iran","1","Australia","4","1","435"
"Switzerland","5","Belgium","8","2","435"
"Egypt","2","Croatia","3","3","435"
"Serbia","5","Colombia","7","4","435"
"Uruguay","1","Croatia","3","1","436"
"Brazil","6","Poland","8","2","436"
"Portugal","2","Australia","3","3","436"
"Germany","5","Japan","7","4","436"
"Uruguay","1","France","3","1","437"
"Brazil","6","Belgium","8","2","437"
"Portugal","1","Iceland","4","3","437"
"Costa Rica","6","England","8","4","437"
"Iran","1","Denmark","4","1","438"
"Sweden","6","Colombia","8","2","438"
"Egypt","2","Argentina","3","3","438"
"Switzerland","5","Tunisia","7","4","438"
"Portugal","1","France","3","1","439"
"Germany","5","Colombia","8","2","439"
"Spain","2","Australia","4","3","439"
"South Korea","6","Panama","8","4","439"
"Uruguay","1","Argentina","3","1","440"
"Brazil","6","England","8","2","440"
"Iran","1","Iceland","4","3","440"
"Sweden","6","Colombia","7","4","440"
"Spain","2","Croatia","3","1","441"
"Germany","6","Japan","7","2","441"
"Portugal","1","Iceland","4","3","441"
"Costa Rica","6","Poland","8","4","441"
"Uruguay","1","Denmark","3","1","442"
"Serbia","5","Poland","8","2","442"
"Russia","1","Croatia","3","3","442"
"Brazil","6","Colombia","8","4","442"
"Spain","2","Peru","3","1","443"
"Brazil","6","Belgium","8","2","443"
"Egypt","2","Croatia","4","3","443"
"Germany","6","Poland","8","4","443"
"Iran","1","Peru","3","1","444"
"Brazil","6","Senegal","8","2","444"
"Russia","2","France","3","3","444"
"Germany","6","Japan","7","4","444"
"Uruguay","1","Croatia","3","1","445"
"Costa Rica","6","Belgium","8","2","445"
"Spain","2","Argentina","3","3","445"
"Brazil","6","Colombia","7","4","445"
"Saudi Arabia","1","Argentina","3","1","446"
"Switzerland","5","Belgium","8","2","446"
"Spain","2","Croatia","3","3","446"
"Germany","6","England","7","4","446"
"Uruguay","1","Argentina","3","1","447"
"Brazil","6","Panama","7","2","447"
"Spain","2","Croatia","3","3","447"
"Germany","5","England","8","4","447"
"Spain","1","Iceland","4","1","448"
"Costa Rica","6","Belgium","8","2","448"
"Iran","2","Peru","3","3","448"
"Germany","6","England","7","4","448"
"Saudi Arabia","1","France","4","1","449"
"Brazil","6","England","8","2","449"
"Spain","2","Argentina","3","3","449"
"Mexico","6","Panama","7","4","449"
"Portugal","1","France","3","1","450"
"Switzerland","5","England","7","2","450"
"Uruguay","1","Argentina","3","3","450"
"Serbia","6","Poland","8","4","450"
"Portugal","1","Croatia","3","1","451"
"Brazil","6","Colombia","7","2","451"
"Spain","2","Argentina","3","3","451"
"Germany","6","Poland","8","4","451"
"Spain","1","Croatia","3","1","452"
"Brazil","6","Poland","8","2","452"
"Egypt","2","Argentina","3","3","452"
"Germany","5","Belgium","8","4","452"
"Spain","1","Iceland","4","1","453"
"Germany","6","Belgium","8","2","453"
"Portugal","2","Argentina","3","3","453"
"Switzerland","5","Panama","7","4","453"
"Spain","2","France","4","1","454"
"Brazil","6","Japan","8","2","454"
"Portugal","1","Argentina","3","3","454"
"South Korea","6","England","7","4","454"
"Uruguay","1","France","3","1","455"
"South Korea","5","Belgium","8","2","455"
"Spain","2","Peru","3","3","455"
"Germany","6","Colombia","7","4","455"
"Uruguay","1","Peru","3","1","456"
"Brazil","6","Japan","8","2","456"
"Spain","2","Argentina","3","3","456"
"Costa Rica","6","England","8","4","456"
"Spain","2","France","3","1","457"
"Germany","6","England","8","2","457"
"Uruguay","1","Argentina","3","3","457"
"Mexico","6","Colombia","7","4","457"
"Uruguay","1","Nigeria","4","1","458"
"South Korea","6","Belgium","8","2","458"
"Egypt","2","Argentina","3","3","458"
"Mexico","6","Colombia","7","4","458"
"Egypt","2","France","3","1","459"
"Germany","5","Belgium","8","2","459"
"Portugal","1","Argentina","3","3","459"
"Brazil","6","Colombia","7","4","459"
"Portugal","2","France","3","1","460"
"Brazil","6","England","8","2","460"
"Iran","1","Iceland","4","3","460"
"Germany","5","Poland","8","4","460"
"Uruguay","1","Croatia","3","1","461"
"Sweden","6","Poland","7","2","461"
"Portugal","1","France","3","3","461"
"Germany","6","England","7","4","461"
"Iran","1","Croatia","3","1","462"
"Brazil","6","Belgium","8","2","462"
"Spain","1","Australia","4","3","462"
"Germany","6","Colombia","7","4","462"
"Uruguay","1","Nigeria","4","1","463"
"Mexico","5","Belgium","8","2","463"
"Spain","2","Argentina","3","3","463"
"Germany","6","England","8","4","463"
"Iran","1","France","4","1","464"
"Brazil","6","England","8","2","464"
"Portugal","1","Peru","3","3","464"
"Germany","5","Poland","7","4","464"
"Spain","2","France","4","1","465"
"Brazil","6","Japan","8","2","465"
"Portugal","1","Argentina","3","3","465"
"Costa Rica","6","Colombia","7","4","465"
"Iran","2","Nigeria","4","1","466"
"Mexico","6","Poland","8","2","466"
"Portugal","1","Peru","3","3","466"
"Germany","5","England","7","4","466"
"Uruguay","1","Croatia","3","1","467"
"Mexico","5","Panama","7","2","467"
"Russia","2","Nigeria","3","3","467"
"Germany","6","Colombia","7","4","467"
"Saudi Arabia","1","Croatia","3","1","468"
"Serbia","6","Belgium","8","2","468"
"Spain","2","Argentina","3","3","468"
"Germany","6","England","7","4","468"
"Portugal","2","Argentina","3","1","469"
"Costa Rica","6","England","8","2","469"
"Russia","2","Australia","4","3","469"
"Mexico","5","Japan","8","4","469"
"Russia","2","Argentina","3","1","470"
"Brazil","6","England","7","2","470"
"Iran","1","Denmark","4","3","470"
"Germany","6","Belgium","8","4","470"
"Uruguay","1","Peru","3","1","471"
"Brazil","6","England","7","2","471"
"Spain","2","Argentina","3","3","471"
"Switzerland","5","Panama","7","4","471"
"Portugal","1","Argentina","3","1","472"
"Germany","5","Panama","8","2","472"
"Spain","2","Denmark","4","3","472"
"Brazil","6","England","7","4","472"
"Russia","1","Croatia","3","1","473"
"Brazil","6","England","8","2","473"
"Uruguay","1","Iceland","4","3","473"
"South Korea","5","Colombia","8","4","473"
"Uruguay","1","Croatia","3","1","474"
"Costa Rica","6","England","8","2","474"
"Spain","2","Argentina","3","3","474"
"Germany","6","Belgium","8","4","474"
"Uruguay","1","Croatia","3","1","475"
"Germany","6","Senegal","8","2","475"
"Portugal","1","Argentina","3","3","475"
"Costa Rica","6","Poland","8","4","475"
"Uruguay","1","Croatia","3","1","476"
"Germany","6","Colombia","7","2","476"
"Spain","2","Argentina","3","3","476"
"Mexico","5","Poland","8","4","476"
"Portugal","1","France","3","1","477"
"Mexico","5","England","8","2","477"
"Spain","1","Argentina","3","3","477"
"Germany","6","Tunisia","7","4","477"
"Uruguay","1","France","3","1","478"
"Germany","6","England","7","2","478"
"Portugal","1","Argentina","3","3","478"
"Sweden","5","Japan","7","4","478"
"Portugal","1","Nigeria","4","1","479"
"Germany","6","England","8","2","479"
"Egypt","2","Argentina","3","3","479"
"South Korea","6","Colombia","8","4","479"
"Uruguay","1","Argentina","3","1","480"
"Brazil","6","Japan","7","2","480"
"Portugal","1","France","3","3","480"
"Germany","5","Belgium","8","4","480"
"Spain","1","Iceland","4","1","481"
"South Korea","6","Panama","8","2","481"
"Iran","2","Argentina","3","3","481"
"Switzerland","5","Colombia","7","4","481"
"Egypt","2","France","3","1","482"
"Brazil","6","Senegal","8","2","482"
"Spain","1","Argentina","3","3","482"
"Switzerland","5","Panama","7","4","482"
"Saudi Arabia","1","Peru","3","1","483"
"Brazil","6","Colombia","8","2","483"
"Spain","2","Iceland","4","3","483"
"Mexico","5","Japan","7","4","483"
"Uruguay","1","Croatia","3","1","484"
"South Korea","6","Senegal","8","2","484"
"Spain","2","Argentina","3","3","484"
"Switzerland","5","Colombia","7","4","484"
"Portugal","1","Peru","3","1","485"
"Germany","5","England","8","2","485"
"Egypt","2","Denmark","3","3","485"
"Costa Rica","6","Poland","8","4","485"
"Portugal","1","France","4","1","486"
"South Korea","5","Belgium","8","2","486"
"Spain","1","Argentina","3","3","486"
"Germany","6","England","8","4","486"
"Uruguay","1","France","4","1","487"
"Brazil","6","Poland","8","2","487"
"Iran","1","Peru","3","3","487"
"Sweden","5","Colombia","7","4","487"
"Spain","1","Croatia","3","1","488"
"Brazil","6","Belgium","8","2","488"
"Portugal","2","Nigeria","4","3","488"
"Germany","5","Poland","7","4","488"
"Spain","2","Argentina","3","1","489"
"South Korea","6","Senegal","8","2","489"
"Portugal","1","Croatia","3","3","489"
"Switzerland","5","Belgium","8","4","489"
"Iran","2","Argentina","3","1","490"
"Sweden","6","England","7","2","490"
"Spain","2","France","4","3","490"
"Germany","6","Belgium","8","4","490"
"Spain","2","Peru","3","1","491"
"Mexico","6","Colombia","7","2","491"
"Iran","1","France","3","3","491"
"Costa Rica","6","Japan","8","4","491"
"Spain","1","Argentina","3","1","492"
"Costa Rica","6","Belgium","8","2","492"
"Russia","1","Croatia","4","3","492"
"Brazil","6","England","8","4","492"
"Spain","1","Nigeria","4","1","493"
"Brazil","6","England","8","2","493"
"Saudi Arabia","1","Argentina","3","3","493"
"Costa Rica","6","Colombia","7","4","493"
"Spain","1","Iceland","3","1","494"
"Brazil","6","England","7","2","494"
"Portugal","1","Argentina","3","3","494"
"Switzerland","5","Japan","8","4","494"
"Saudi Arabia","2","Croatia","3","1","495"
"Brazil","6","Poland","8","2","495"
"Uruguay","1","Argentina","3","3","495"
"Costa Rica","6","Colombia","7","4","495"
"Portugal","1","Argentina","3","1","496"
"Germany","6","Japan","8","2","496"
"Iran","1","France","4","3","496"
"South Korea","5","Colombia","7","4","496"
"Uruguay","1","France","4","1","497"
"South Korea","5","Colombia","7","2","497"
"Iran","1","Argentina","3","3","497"
"Brazil","6","Japan","8","4","497"
"Portugal","1","France","4","1","498"
"Brazil","6","Belgium","8","2","498"
"Uruguay","1","Argentina","3","3","498"
"Germany","6","Japan","8","4","498"
"Russia","1","Croatia","3","1","499"
"Brazil","6","Colombia","7","2","499"
"Uruguay","1","Argentina","3","3","499"
"Germany","6","Japan","7","4","499"
"Uruguay","1","France","3","1","500"
"Sweden","6","Japan","8","2","500"
"Russia","2","Argentina","3","3","500"
"Costa Rica","6","Colombia","7","4","500"
"Spain","1","Iceland","3","1","501"
"Brazil","6","Japan","7","2","501"
"Iran","2","Argentina","3","3","501"
"Germany","5","Poland","8","4","501"
"Uruguay","1","Croatia","4","1","502"
"Costa Rica","6","Japan","8","2","502"
"Iran","1","Denmark","4","3","502"
"Brazil","6","Panama","7","4","502"
"Uruguay","1","Croatia","3","1","503"
"Brazil","6","England","8","2","503"
"Iran","2","France","3","3","503"
"Germany","5","Tunisia","7","4","503"
"Saudi Arabia","1","France","3","1","504"
"South Korea","6","Belgium","8","2","504"
"Portugal","1","Argentina","3","3","504"
"Germany","5","Japan","7","4","504"
"Uruguay","1","Denmark","4","1","505"
"Mexico","5","Poland","7","2","505"
"Spain","2","Australia","4","3","505"
"South Korea","6","Colombia","7","4","505"
"Iran","1","France","3","1","506"
"Mexico","6","Belgium","8","2","506"
"Portugal","2","Argentina","3","3","506"
"Brazil","6","Tunisia","7","4","506"
"Spain","1","Croatia","3","1","507"
"Costa Rica","6","Poland","8","2","507"
"Iran","2","Argentina","3","3","507"
"Germany","6","Belgium","8","4","507"
"Uruguay","1","Croatia","3","1","508"
"Brazil","6","England","7","2","508"
"Iran","2","Argentina","3","3","508"
"Germany","5","Belgium","8","4","508"
"Russia","1","Argentina","3","1","509"
"Mexico","6","Japan","8","2","509"
"Spain","2","Nigeria","3","3","509"
"Costa Rica","6","England","8","4","509"
"Spain","1","Croatia","3","1","510"
"Brazil","6","England","8","2","510"
"Portugal","1","Argentina","3","3","510"
"Switzerland","5","Poland","8","4","510"
"Iran","1","France","4","1","511"
"Germany","6","England","7","2","511"
"Uruguay","1","Argentina","3","3","511"
"Sweden","5","Japan","7","4","511"
"Uruguay","1","France","3","1","512"
"Mexico","5","Tunisia","7","2","512"
"Saudi Arabia","1","Peru","3","3","512"
"Germany","6","Poland","8","4","512"
"Morocco","2","Croatia","4","1","513"
"Germany","6","Belgium","8","2","513"
"Uruguay","1","Argentina","3","3","513"
"Switzerland","5","England","7","4","513"
"Spain","2","Argentina","3","1","514"
"Brazil","6","England","7","2","514"
"Uruguay","1","Denmark","3","3","514"
"South Korea","6","Poland","7","4","514"
"Spain","1","Croatia","4","1","515"
"Brazil","6","Poland","8","2","515"
"Iran","1","Argentina","3","3","515"
"Germany","6","Colombia","7","4","515"
"Portugal","1","France","3","1","516"
"Switzerland","5","England","8","2","516"
"Egypt","2","Argentina","3","3","516"
"Germany","6","Belgium","8","4","516"
"Iran","1","Peru","3","1","517"
"Brazil","6","Belgium","8","2","517"
"Spain","2","Argentina","3","3","517"
"Germany","6","England","7","4","517"
"Iran","1","Nigeria","3","1","518"
"Germany","6","Belgium","8","2","518"
"Uruguay","1","Argentina","3","3","518"
"Switzerland","5","England","8","4","518"
"Spain","2","France","3","1","519"
"Mexico","6","Japan","8","2","519"
"Portugal","1","Australia","4","3","519"
"Germany","5","Belgium","8","4","519"
"Spain","2","Croatia","3","1","520"
"Brazil","6","England","8","2","520"
"Iran","2","France","3","3","520"
"Germany","6","Colombia","8","4","520"
"Spain","2","Croatia","3","1","521"
"Brazil","6","England","8","2","521"
"Portugal","1","Argentina","3","3","521"
"Switzerland","5","Japan","8","4","521"
"Spain","1","Nigeria","3","1","522"
"Brazil","6","Poland","8","2","522"
"Iran","2","Australia","3","3","522"
"Germany","6","Belgium","8","4","522"
"Russia","2","Peru","3","1","523"
"Brazil","6","Belgium","8","2","523"
"Uruguay","1","Argentina","3","3","523"
"Germany","5","Colombia","7","4","523"
"Uruguay","1","Australia","4","1","524"
"South Korea","6","Colombia","7","2","524"
"Portugal","1","France","3","3","524"
"Germany","5","Belgium","8","4","524"
"Uruguay","1","France","3","1","525"
"Brazil","6","Belgium","8","2","525"
"Portugal","2","Argentina","3","3","525"
"Germany","5","England","8","4","525"
"Iran","1","Peru","3","1","526"
"Brazil","6","Panama","8","2","526"
"Russia","2","Argentina","3","3","526"
"Germany","6","England","7","4","526"
"Russia","1","France","3","1","527"
"South Korea","6","Panama","7","2","527"
"Spain","2","Argentina","3","3","527"
"Mexico","5","Colombia","7","4","527"
"Spain","1","Iceland","4","1","528"
"South Korea","6","England","7","2","528"
"Portugal","2","Australia","3","3","528"
"Mexico","5","Belgium","8","4","528"
"Uruguay","1","France","4","1","529"
"Costa Rica","6","Panama","7","2","529"
"Spain","2","Denmark","4","3","529"
"Mexico","6","Belgium","8","4","529"
"Spain","2","Croatia","3","1","530"
"Costa Rica","6","Poland","8","2","530"
"Uruguay","1","Argentina","3","3","530"
"Serbia","6","England","8","4","530"
"Iran","1","France","4","1","531"
"Brazil","6","England","8","2","531"
"Portugal","1","Argentina","3","3","531"
"Germany","5","Panama","8","4","531"
"Iran","1","Iceland","3","1","532"
"Mexico","6","England","8","2","532"
"Uruguay","1","Argentina","3","3","532"
"Sweden","6","Colombia","8","4","532"
"Spain","1","France","4","1","533"
"Brazil","6","England","8","2","533"
"Egypt","2","Argentina","3","3","533"
"Mexico","6","Belgium","8","4","533"
"Uruguay","1","France","3","1","534"
"South Korea","6","Japan","8","2","534"
"Spain","2","Argentina","3","3","534"
"Germany","5","England","7","4","534"
"Uruguay","1","France","3","1","535"
"Mexico","6","Poland","8","2","535"
"Russia","1","Argentina","3","3","535"
"Germany","5","Colombia","7","4","535"
"Uruguay","1","Iceland","4","1","536"
"Brazil","6","Belgium","8","2","536"
"Russia","1","Argentina","3","3","536"
"Switzerland","5","England","8","4","536"
"Portugal","1","Peru","3","1","537"
"Germany","6","England","8","2","537"
"Iran","1","Iceland","4","3","537"
"Mexico","6","Belgium","8","4","537"
"Spain","1","France","3","1","538"
"Germany","5","Poland","8","2","538"
"Iran","1","Peru","3","3","538"
"Brazil","6","Colombia","7","4","538"
"Spain","2","Peru","3","1","539"
"Germany","6","Belgium","8","2","539"
"Iran","2","France","3","3","539"
"Serbia","6","Japan","7","4","539"
"Spain","2","Peru","3","1","540"
"Brazil","6","England","8","2","540"
"Uruguay","1","Australia","3","3","540"
"South Korea","5","Colombia","8","4","540"
"Portugal","2","France","4","1","541"
"Brazil","6","England","8","2","541"
"Spain","2","Argentina","3","3","541"
"Germany","5","Colombia","8","4","541"
"Iran","2","Denmark","4","1","542"
"Brazil","6","Belgium","8","2","542"
"Spain","2","Croatia","3","3","542"
"Switzerland","5","England","8","4","542"
"Iran","1","Croatia","3","1","543"
"Switzerland","5","England","8","2","543"
"Russia","1","Argentina","3","3","543"
"Brazil","6","Colombia","7","4","543"
"Spain","2","France","4","1","544"
"Mexico","6","Panama","7","2","544"
"Uruguay","1","Peru","3","3","544"
"Costa Rica","6","England","8","4","544"
"Portugal","2","France","4","1","545"
"Brazil","6","England","8","2","545"
"Uruguay","1","Croatia","4","3","545"
"South Korea","5","Poland","7","4","545"
"Portugal","1","Iceland","4","1","546"
"Mexico","6","England","8","2","546"
"Spain","2","Argentina","3","3","546"
"South Korea","6","Belgium","8","4","546"
"Portugal","1","Australia","3","1","547"
"Germany","6","Poland","8","2","547"
"Spain","2","Peru","3","3","547"
"Mexico","5","Tunisia","7","4","547"
"Uruguay","1","Iceland","4","1","548"
"Germany","6","Japan","8","2","548"
"Spain","2","Argentina","3","3","548"
"Mexico","5","Poland","8","4","548"
"Spain","1","Argentina","3","1","549"
"South Korea","6","Poland","8","2","549"
"Iran","2","France","3","3","549"
"Germany","5","Colombia","7","4","549"
"Uruguay","1","Australia","4","1","550"
"Germany","6","Belgium","8","2","550"
"Egypt","2","France","3","3","550"
"South Korea","5","England","8","4","550"
"Portugal","1","Peru","3","1","551"
"Mexico","6","Colombia","7","2","551"
"Russia","2","Nigeria","4","3","551"
"Germany","5","Belgium","8","4","551"
"Russia","1","Australia","4","1","552"
